Station,Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Dhaka,2002,5,8,0,2,4,0,18,62,1,1,3,16,18,0,0,1,0,0,7,0,0,0,3,18,0,0,6,88,10,1,5,0
Dhaka,2003,5,0,0,52,0,0,0,18,0,17,2,0,0,2,0,0,1,0,0,0,0,25,0,1,0,14,0,0,8,0,0,0
Dhaka,2004,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,39,16,48,7,1,0,0,8,0,0,30
Dhaka,1968,11,24,0,0,0,0,0,0,0,0,0,0,0,0,19,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1968,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1969,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dhaka,1969,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,18,0,1,26,0,0,0,0,0,0,0
Dhaka,2005,5,0,0,0,0,6,16,0,0,0,10,0,0,8,38,0,0,10,63,0,38,0,28,72,0,2,0,0,0,0,0,0
Dhaka,2006,5,0,0,0,0,0,0,10,14,1,2,21,14,40,1,0,0,0,0,0,0,0,3,0,2,18,0,36,4,12,6,1
Dhaka,2007,5,0,0,0,0,0,0,2,21,0,7,0,2,1,0,2,1,0,1,1,64,50,4,0,0,29,0,0,0,0,0,0
Dhaka,2008,5,0,0,5,22,0,15,0,1,23,0,2,0,0,2,0,0,7,0,32,1,0,0,4,0,3,3,68,0,15,0,2
Dhaka,2009,5,5,6,6,10,0,0,7,0,0,0,11,3,0,1,0,16,1,9,40,0,0,0,0,0,13,38,0,0,0,2,0
Dhaka,2010,5,0,0,27,0,0,2,0,3,0,0,0,0,0,0,29,0,2,0,0,0,70,12,1,0,0,19,1,9,2,0,0
Dhaka,2011,5,0,5,0,0,3,23,10,0,0,20,17,25,0,14,0,0,1,1,15,3,0,24,11,17,3,13,0,10,3,17,0
Dhaka,1969,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1969,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1970,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,12,0,0,0,0,0,1,0,0,0
Dhaka,1970,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,,
Dhaka,1970,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0
Dhaka,2012,5,0,53,13,16,6,0,0,0,0,0,0,0,1,0,0,1,10,4,1,1,1,0,0,0,4,0,0,0,2,0,24
Dhaka,2013,5,0,0,0,0,4,2,17,18,40,0,0,7,3,19,0,3,75,0,3,0,30,4,1,109,22,0,0,0,1,1,19
Dhaka,2014,5,0,15,3,0,0,0,0,22,0,0,1,3,0,15,0,0,0,0,0,0,0,0,0,0,34,20,0,10,18,0,6
Dhaka,1953,6,0,6,32,0,18,1,22,0,3,5,3,55,10,0,4,12,1,9,0,0,0,20,28,13,5,2,83,1,0,0,
Dhaka,1954,6,53,58,4,33,48,2,17,17 1,16,1,5,0,1,71,5,6,0,1,10,3,11,6,45,147,108,17,0,0,1,24,
Dhaka,1955,6,4,9,0,2,5,1,7,11,0,5,0,0,0,115,1,1,4,4,5,20,19,18,0,0,0,2,0,0,18,3,
Dhaka,1956,6,17,23,94,86,3,16,1,0,4,9,1,21,2,1,11,2,59,2,23,9,36,0,7,3,0,1,0,0,2,0,
Dhaka,1970,11,0,0,0,0,0,0,0,0,0,0,18,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1970,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Dhaka,1971,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,,,
Dhaka,1971,3,0,0,0,***,***,***,***,*** *,**,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Dhaka,1957,6,9,54,0,0,7,0,5,32,1,35,0,0,32,34,10,39,44,7,47,1,0,1,0,2,9,22,37,15,19,25,
Dhaka,1958,6,2,0,1,0,0,0,18,3,1,0,0,6,0,0,26,0,2,4,0,20,2,44,0,1,14,12,0,2,0,3,
Dhaka,1959,6,10,26,44,***,0,0,0,27,13,80,13,27,14,0,0,27,1,24,21,0,0,0,0,0,0,0,0,0,31,10,
Dhaka,1960,6,0,0,0,2,8,51,0,2,0,71,47,8,3,0,7,16,39,39,1,3,0,0,0,0,0,3,1,3,0,0,
Dhaka,1961,6,23,0,1,109,2,8,43,12,31,8,18,117,24,31,101,44,0,52,17,0,185,0,0,0,0,0,5,6,4,15,
Dhaka,1962,6,17,2,0,0,1,15,18,12,29,16,0,1,0,32,0,1,1,1,0,0,2,11,8,10,2,12,0,0,0,0,
Dhaka,1963,6,31,0,0,0,0,6,32,112,9,14,3,2,2,9,44,2,42,26,189,68,0,0,6,0,0,9,0,5,0,10,
Dhaka,1971,11,47,10,0,0,10,26,2,0,0,0,0,0,0,0,0,0,***,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1971,12,***,***,***,***,***,***,***,*** *,**,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Dhaka,1972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1972,2,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dhaka,1972,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Dhaka,1964,6,31,5,0,0,0,38,8,0,8,17,2,0,0,6,67,6,19,0,0,10,0,0,0,15,4,19,1,0,59,39,
Dhaka,1965,6,85,2,20,54,9,3,1,0,0,0,0,0,0,0,2,6,13,16,11,0,0,0,4,63,4,11,66,10,11,51,
Dhaka,1966,6,2,0,7,18,11,14,0,0,0,0,0,0,3,0,0,2,23,10,0,9,25,58,37,6,3,10,0,2,15,15,
Dhaka,1967,6,0,0,0,0,0,0,3,0,0,18,6,48,41,0,45,0,0,52,3,16,0,1,0,0,1,2,1,0,0,4,
Dhaka,1968,6,0,0,3,24,12,0,12,0,0,2,27,95,17,95,145,5,6,25,0,34,41,1,0,1,0,9,16,9,7,4,
Dhaka,1969,6,0,0,1,20,21,6,16,30,1,0,0,11,28,13,2,0,1,3,5,7,1,0,0,29,10,0,19,0,3,22,
Dhaka,1970,6,0,0,22,5,4,11,25,60,10,1,5,0,0,32,1,0,29,3,9,7,0,3,9,29,11,0,0,0,0,0,
Dhaka,1972,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1972,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1973,1,0,0,0,0,0,0,0,0 *,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1973,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,1,,,
Dhaka,1973,3,21,2,0,0,0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1971,6,10,27,28,14,3,4,25,13,27,0,0,8,1,0,0,0,1,0,6,0,6,0,0,16,23,7,0,40,71,9,
Dhaka,1972,6,0,0,0,0,9,0,2,0,0,0,0,0,11,33,108,56,38,38,0,0,0,0,4,21,27,6,0,0,0,0,
Dhaka,1973,6,5,0,1,0,70,3,0,7,11,2,41,0,1,8,9,34,76,1,0,19,5,0,0,18,0,5,4,60,16,18,
Dhaka,1975,6,52,2,1,0,0,10,2,15,50,0,0,0,0,0,0,0,40,27,3,16,5,3,0,0,0,0,1,7,0,1,
Dhaka,1976,6,0,43,0,14,0,1,0,163 1,0,66,87,20,0,62,28,20,11,0,1,0,1,0,0,0,0,7,1,1,0,1,
Dhaka,1977,6,0,0,1,0,7,17,0,0,19,6,31,0,11,2,3,3,4,2,3,5,0,10,1,24,12,1,4,40,46,0,
Dhaka,1978,6,70,1,0,0,17,0,0,0,84,54,2,2,33,31,0,0,0,0,0,3,8,8,3,0,63,128,17,0,0,5,
Dhaka,1973,11,0,0,22,0,0,1,0,23,0,0,0,0,0,0,0,0,11,6,1,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1973,12,0,0,0,0,0,0,0,0,44,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dhaka,1975,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dhaka,1975,3,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1979,6,0,0,0,0,0,0,1,5,0,58,27,17,2,50,18,6,0,0,1,0,0,1,10,2,1,7,2,1,2,47,
Dhaka,1980,6,1,15,3,1,2,0,9,83,0,18,7,9,33,0,16,0,75,10,29,2,1,3,1,0,3,1,1,0,0,0,
Dhaka,1981,6,39,21,0,3,40,0,0,0,3,7,0,0,0,0,0,11,0,0,10,0,2,14,7,4,0,1,0,0,5,1,
Dhaka,1982,6,0,0,39,4,0,0,0,0,0,2,7,13,6,0,0,2,3,10,146,21,0,1,1,31,35,1,1,40,46,105,
Dhaka,1983,6,0,0,0,5,0,16,0,24,4,2,0,14,2,54,0,0,64,40,42,8,3,0,0,0,0,1,10,9,0,2,
Dhaka,1984,6,0,0,5,44,77,68,102,2,2,11,0,55,0,14,23,13,5,7,50,8,3,19,19,7,7,63,31,1,0,1,
Dhaka,1985,6,0,20,1,21,14,0,3,2,0,58,2,6,0,1,14,13,92,11,12,18,1,0,0,13,8,10,1,5,11,62,
Dhaka,1975,11,0,0,0,0,0,0,0,0,2,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1975,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1976,2,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dhaka,1976,3,0,0,0,7,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,62,13,0,0,0,1,0,0,0,0
Dhaka,1986,6,0,0,23,0,0,0,0,0,0,21,0,0,9,16,15,1,0,1,0,4,4,11,6,1,2,12,40,12,5,121,
Dhaka,1987,6,0,0,0,15,128,25,0,0,5,9,1,0,0,1,0,0,0,2,16,22,3,17,47,20,5,0,0,0,0,0,
Dhaka,1988,6,8,0,8,37,0,0,51,53,1,4,15,7,78,64,18,11,28,56,0,0,0,6,2,23,48,17,37,6,2,0,
Dhaka,1989,6,0,41,0,23,0,47,63,1,0,0,2,33,2,18,34,31,0,0,0,10,0,0,1,0,0,0,0,1,4,8,
Dhaka,1990,6,0,24,5,0,0,33,0,0,39,24,0,0,40,1,0,11,2,3,3,14,8,1,2,17,1,0,1,0,0,0,
Dhaka,1991,6,6,57,26,0,0,11,10,0,0,5,1,67,36,19,11,2,27,23,5,0,0,0,0,0,5,0,0,0,0,9,
Dhaka,1992,6,0,0,0,0,0,0,0,0,14,0,5,0,15,7,0,0,33,0,1,1,3,0,7,25,19,0,0,2,0,0,
Dhaka,1976,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,
Dhaka,1976,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1977,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,53,0,0,0,,,
Dhaka,1977,3,0,0,0,0,0,0,0,0,0,0,7,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
Dhaka,1993,6,0,18,28,2,0,0,30,0,99,0,0,24,11,0,1,13,38,52,120,6,0,0,1,1,0,47,10,0,0,3,
Dhaka,1994,6,0,0,0,2,4,12,0,3,5,0,5,10,3,1,0,3,14,34,6,1,0,0,0,1,0,10,0,26,74,52,
Dhaka,1995,6,0,0,0,0,1,0,6,0,0,0,4,2,13,33,0,0,19,78,49,5,0,9,0,8,3,2,0,0,3,2,
Dhaka,1996,6,0,20,37,27,16,0,0,12,0,17,0,47,1,0,1,14,0,0,0,3,20,52,16,6,23,8,22,0,0,1,
Dhaka,1997,6,0,1,0,0,0,0,28,4,18,23,0,0,0,0,0,0,0,0,0,63,31,0,3,0,20,6,4,11,35,2,
Dhaka,1998,6,0,0,2,2,1,0,0,0,0,0,18,0,0,7,0,1,0,0,1,0,0,0,0,15,11,7,15,2,7,0,
Dhaka,1999,6,0,0,1,0,0,0,9,0,0,11,21,7,1,0,0,0,0,0,2,0,31,2,97,16,10,91,11,9,17,12,
Dhaka,1977,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,2,0,0,0,0,
Dhaka,1977,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,16,0
Dhaka,1978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1978,2,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,,,
Dhaka,1978,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0
Dhaka,2000,6,1,0,0,0,0,1,12,0,17,4,23,8,0,0,0,1,28,2,4,11,4,7,7,4,20,0,0,0,0,11,
Dhaka,2001,6,17,0,5,20,16,61,10,23,0,7,0,18,4,6,49,6,59,6,16,29,11,1,0,0,0,0,3,9,1,9,
Dhaka,2002,6,0,31,47,0,30,0,0,12,0,5,21,1,33,59,33,0,5,8,0,0,1,18,41,7,1,3,7,0,10,0,
Dhaka,2003,6,0,0,0,0,6,93,0,45,0,8,0,10,0,0,66,0,0,3,0,2,13,86,11,14,0,0,1,61,17,37,
Dhaka,2004,6,0,0,15,13,0,0,29,0,0,0,1,29,6,39,1,0,67,0,49,21,4,39,21,70,13,25,25,7,1,1,
Dhaka,2005,6,0,0,0,1,1,84,0,10,0,0,6,0,0,11,52,2,21,1,0,0,0,1,25,12,5,0,3,10,14,0,
Dhaka,2006,6,24,2,35,36,11,2,4,0,2,40,58,0,0,0,2,4,71,0,14,14,2,4,0,0,0,0,0,0,1,0,
Dhaka,1978,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1978,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dhaka,1979,2,0,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dhaka,1979,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Dhaka,2007,6,0,20,0,1,61,34,27,102,3,18,152,30,13,0,0,36,52,19,0,0,22,0,30,2,0,0,0,1,3,2,
Dhaka,2008,6,0,0,85,5,190,0,14,0,35,7,1,12,0,0,0,2,1,27,22,10,9,0,0,0,3,0,0,3,111,40,
Dhaka,2009,6,4,0,0,9,0,0,2,36,20,15,0,0,33,0,6,0,0,0,0,0,0,0,0,0,2,0,0,2,26,15,
Dhaka,2010,6,28,0,10,21,49,45,0,0,0,0,0,0,3,0,0,8,0,35,1,0,4,0,0,0,0,3,28,11,50,12,
Dhaka,2011,6,46,0,13,11,0,0,0,0,0,0,9,40,0,1,0,3,13,15,56,0,7,0,0,0,11,2,23,17,19,28,
Dhaka,2012,6,3,0,1,0,8,56,0,2,0,0,0,0,0,0,0,0,9,17,42,2,6,0,0,8,7,10,0,0,0,4,
Dhaka,2013,6,12,0,0,0,0,1,37,20,0,0,0,0,0,0,1,0,0,0,0,9,34,11,0,1,1,32,10,14,85,57,
Dhaka,1979,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,
Dhaka,1979,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dhaka,1980,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1980,2,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,,
Dhaka,1980,3,30,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,1,1
Dhaka,2014,6,5,24,52,15,0,0,0,0,0,0,0,22,0,12,0,21,0,15,0,32,13,25,14,40,19,0,1,9,13,10,
Dhaka,1953,7,11,0,0,0,90,37,1,0,5,11,11,8,0,2,1,2,2,1,1,1,0,30,16,8,38,43,14,0,55,4,0
Dhaka,1954,7,1,4,0,0,0,1,11,2,4,1,24,4,87,14,3,2,1,0,0,5,1,5,24,0,0,0,68,58,0,0,0
Dhaka,1955,7,5,20,1,93,2,14,14,1,1,0,0,1,10,52,1,5,42,26,94,14,1,8,0,0,0,21,5,1,35,35,0
Dhaka,1956,7,1,18,0,1,1,8,1,20,1,0,56,20,20,326,8,3,1,0,1,4,14,4,9,75,7,18,0,18,0,0,55
Dhaka,1957,7,73,18,2,0,2,4,0,8,3,19,20,10,0,1,0,0,6,12,9,42,37,15,31,59,14,0,0,0,0,0,0
Dhaka,1958,7,5,1,3,0,0,0,4,45,2,8,9,8,3,2,0,6,4,0,0,3,1,2,0,58,3,1,0,2,6,6,2
Dhaka,1980,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1980,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1981,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Dhaka,1981,2,9,2,0,0,0,0,0,1,7,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dhaka,1981,3,0,0,0,0,0,0,0,0,0,0,0,10,20,1,0,0,0,0,0,0,35,10,0,10,0,13,0,8,0,2,0
Dhaka,1959,7,3,0,0,11,12,18,2,10,16,26,8,7,0,0,0,0,13,2,1,10,8,10,1,36,6,2,6,7,11,3,1
Dhaka,1960,7,1,0,10,101,3,25,4,7,30,123,100,33,23,16,6,1,5,1,77,30,6,0,26,0,0,0,2,0,4,18,3
Dhaka,1961,7,13,0,1,0,8,12,22,19,5,12,3,17,4,5,111,14,2,3,2,1,3,21,17,0,1,0,0,0,0,0,0
Dhaka,1962,7,0,0,0,2,0,13,1,2,0,17,2,0,0,0,74,21,7,20,27,0,2,14,15,19,10,1,17,58,20,11,2
Dhaka,1963,7,8,0,7,1,0,0,2,13,3,3,3,0,86,86,27,23,1,1,3,21,25,35,2,1,5,4,14,6,6,6,12
Dhaka,1964,7,17,0,0,0,34,19,22,9,5,0,36,13,3,3,3,2,114,22,23,0,0,0,61,0,1,1,0,0,35,96,110
Dhaka,1965,7,22,19,1,1,0,5,21,56,38,11,13,2,0,0,1,1,2,3,1,3,24,0,3,2,0,9,1,24,18,21,2
Dhaka,1981,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1981,12,0,0,0,0,0,0,0,0,0,5,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1982,2,0,1,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,
Dhaka,1982,3,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,23,25,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1966,7,10,24,53,6,1,6,0,1,3,0,16,29,1,61,0,1,1,4,1,4,6,4,0,0,0,14,5,6,0,16,18
Dhaka,1967,7,3,2,3,10,32,0,23,66,50,10,5,0,0,0,3,30,2,11,0,0,3,0,0,2,0,0,1,11,3,0,93
Dhaka,1968,7,0,1,0,1,6,14,53,55,23,83,138,0,35,0,30,0,0,0,3,10,0,0,0,0,6,12,5,0,1,3,1
Dhaka,1969,7,0,2,4,5,0,6,19,2,62,0,28,0,0,9,4,0,9,13,4,2,1,0,6,0,0,1,1,1,5,1,13
Dhaka,1970,7,7,1,0,0,0,2,3,6,4,14,15,110,152,12,0,0,1,2,0,0,5,28,40,15,3,49,0,8,6,8,5
Dhaka,1971,7,0,3,47,0,2,0,7,0,0,0,42,5,1,0,8,14,24,5,0,0,77,251,27,0,0,0,14,3,0,2,18
Dhaka,1972,7,0,3,6,0,0,1,7,11,2,3,0,0,0,30,1,11,12,1,2,10,5,0,99,16,1,1,0,0,22,5,0
Dhaka,1982,11,0,0,0,0,0,0,1,0,0,1,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1982,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1983,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,***
Dhaka,1983,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,10,40,0,0,,,
Dhaka,1983,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,31,0,72,0,26,0,0,0,0,0,0,0,0,0,0
Dhaka,1973,7,***,***,***,***,***,***,***,*** *,**,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Dhaka,1975,7,4,2,4,1,1,7,2,0,2,3,2,0,0,2,131,81,111,30,48,38,8,41,2,0,9,10,10,2,7,1,0
Dhaka,1976,7,0,33,10,11,4,0,0,103,0,52,28,28,0,1,7,18,6,1,3,3,4,5,0,5,13,2,0,5,0,4,0
Dhaka,1977,7,0,1,0,26,0,7,2,7,1,2,6,21,28,10,14,31,1,11,0,0,0,62,0,0,10,7,9,32,4,4,10
Dhaka,1978,7,0,0,0,0,3,27,0,0,0,0,0,10,24,0,0,20,36,8,7,62,1,7,1,18,5,17,8,50,12,3,1
Dhaka,1979,7,27,11,0,0,7,0,5,2,3,1,2,2,5,18,10,25,25,28,0,76,2,0,0,4,12,0,0,2,0,0,0
Dhaka,1980,7,1,0,6,17,20,1,7,10,2,15,0,9,21,53,7,55,1,2,2,38,41,1,12,1,8,19,13,5,0,8,5
Dhaka,1983,11,0,0,0,0,0,0,0,0,0,0,0,0,0,***,***,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1983,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0
Dhaka,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,6,0,0,0,0,0,0,0
Dhaka,1984,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dhaka,1984,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Dhaka,1981,7,14,26,79,2,0,0,0,4,11,2,0,3,6,7,2,47,7,14,9,27,1,3,0,8,0,0,34,7,0,23,20
Dhaka,1982,7,0,0,19,0,0,12,0,0,0,0,0,5,16,0,0,0,0,0,0,2,12,13,1,7,5,28,0,5,2,8,1
Dhaka,1983,7,0,6,4,45,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,18,40,4,0,1,25,6,0,4,0
Dhaka,1984,7,4,5,1,1,0,9,1,22,13,39,60,4,1,1,151,50,2,16,2,4,4,1,84,102,3,1,7,0,25,45,36
Dhaka,1985,7,6,12,2,1,21,4,8,4,5,28,14,1,2,0,1,5,11,12,0,0,3,31,32,0,40,14,0,0,4,0,1
Dhaka,1986,7,80,2,0,0,18,0,0,5,0,24,1,0,0,3,10,1,0,0,10,0,10,9,113,2,28,56,29,0,32,8,2
Dhaka,1987,7,0,7,20,2,24,40,19,49,6,1,4,4,8,8,22,0,6,2,14,8,2,11,2,13,89,59,30,14,33,21,8
Dhaka,1984,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dhaka,1984,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1985,1,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaka,1985,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Dhaka,1985,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,41,91,23,0,6,26,0,0
Dhaka,1988,7,0,2,4,16,14,23,40,18,24,4,9,26,2,3,14,6,2,0,2,1,0,10,7,2,0,16,6,3,0,0,1
Dhaka,1989,7,2,46,15,6,1,27,2,8,4,0,24,51,9,0,32,0,0,1,4,8,8,5,0,2,0,0,0,2,40,50,0
Dhaka,1990,7,0,2,10,48,52,80,3,16,33,9,11,7,1,6,1,1,22,0,9,9,48,10,2,0,17,26,2,94,39,8,1
Dhaka,1991,7,0,6,0,19,42,40,20,0,7,5,0,0,0,0,0,0,1,27,23,37,10,22,11,0,2,0,0,0,0,31,15
